row_id,tic_id,toi_id,Disposition,RA,Dec,Tmag,Epoc,Period,Duration,Transit_Depth,Sectors,camera,ccd,star_rad,star_mass,teff,logg,SN,Qingress
3555,201247574,0.01,J,0.232796,-59.177177,12.01,1325.851117,0.460953,1.242139268,500,2,2,1,0.5271131,0.595718,4121.77,4.64715,8.01885,0.15273
3556,201247988,0.01,J,0.304584,-56.919724,13.327,1325.937474,0.149871,0.369689793,1620,2,2,1,1.0537851,1.01855,5801.6665,4.35753,8.11785,0.17953
3557,201248032,0.01,J,0.308692,-56.701566,12.243,1326.208163,1.226803,1.476580091,1680,2,2,1,1.2512256,1.09991,5963,4.30788,12.88164,0.1905
3558,201248037,0.01,J,0.335977,-56.690393,13.026,1326.198912,1.227103,3.583238928,3720,2,2,1,0.9157182,0.994812,5782,4.37561,21.59521,0.56292
3559,201248777,0.01,J,0.559942,-55.100105,11.59,1325.432576,0.165335,1.168310017,8020,2,2,1,1.9817307,1.66912,7702,4.1418,49.02503,0.36197
3560,201249049,0.01,J,0.414262,-56.42159,13.479,1327.34568,1.000107,0.40228304,7680,2,2,1,0.898025,0.868342,5358,4.47054,8.08602,0.21605
3561,201249257,0.01,J,0.395836,-57.645638,11.958,1325.463608,0.340292,1.708129723,16750,2,2,1,1.4194919,0.958376,5413,4.40433,51.41822,0.01916
3562,201249318,0.01,J,0.531798,-57.970009,12.873,1325.769264,0.460974,5.437870572,38420,2,2,1,1.1505084,0.967211,5388.5,4.39737,86.66338,-1.0426
3563,201249653,0.01,J,0.428509,-59.735461,13.323,1338.512689,14.107703,3.406163812,30950,2,2,1,1.1384275,1.01701,5771.3335,4.35867,12.9864,0.24865
3564,201249737,0.01,J,0.624326,-59.639347,12.781,1338.568555,14.127545,4.889260774,8470,2,2,1,0.85635746,0.876078,5337.3335,4.46544,14.51343,0.19336
3565,201250319,0.01,J,0.64666,-56.771844,12.539,1325.435733,0.14229,0.385548984,2280,2,2,1,1.1303215,0.989309,5847.6104,4.37993,8.73498,0.17061
3566,201250875,0.01,J,0.756025,-54.019096,12.668,1344.491682,2.405419,1.565639119,7930,2,2,1,1.6208401,0.952341,5760,4.40906,9.99086,0.20712
3567,201251043,0.01,J,0.888926,-54.716934,12.238,1325.490714,0.105806,0.48653831,1830,2,2,1,,,8868.667,,18.11322,-0.12692
3568,201252766,0.01,J,1.153269,-56.324646,13.428,1326.39946,1.001303,3.122142858,2090,2,2,1,0.9909924,0.926456,5440,4.42908,8.23154,0.14978
3569,201252826,0.01,J,1.14577,-56.037018,13.046,1326.387125,1.012608,12.57999372,5470,2,2,1,,,3250,,48.95235,-0.99626
3570,201253171,0.01,J,1.068017,-54.566586,13.454,1325.692515,0.520849,1.15728481,8760,2,2,1,,,3249,,12.38165,0.23673
3571,201253675,0.01,J,1.370194,-55.542523,13.338,1328.165295,3.82958,11.00988932,7090,2,2,1,1.3483741,0.966952,5756,4.39758,10.94202,0.22853
3572,201253980,0.01,J,1.381053,-57.183982,12.769,1326.124743,0.860245,9.778508144,5470,2,2,1,0.9027547,0.607653,3920.7634,4.63501,76.33259,-0.88681
3573,201254023,0.01,J,1.256145,-57.450188,13.432,1325.646614,0.541222,1.059799272,1940,2,2,1,0.78278434,,5433,,8.33287,0.2217
3574,201254375,0.01,J,1.396691,-59.212784,12.852,1326.664004,1.873028,2.47239696,1650,2,2,1,1.1169865,1.08059,5930.3335,4.31786,8.98823,0.18993
3575,201254381,0.01,J,1.260081,-59.241578,12.911,1325.667168,0.255685,1.691080135,37480,2,2,1,0.8228951,0.886562,5280.75,4.45828,62.22827,0.40471
3576,201254653,0.01,J,1.454033,-59.406913,12.722,1326.877653,13.482823,5.630426885,10080,2,2,1,1.0516251,1.04749,5870.5,4.3375,14.66308,0.21834
3577,201254671,0.01,J,1.442148,-59.303556,11.418,1339.124942,14.009327,12.61848102,3850,2,2,1,0.9815061,1.21177,6880.5,4.44,22.12178,0.0553
3578,201255360,0.01,J,1.49564,-56.002232,11.38,1325.871026,1.739704,8.977707698,3820,2,2,1,1.8959503,1.14481,6068.5,3.97721,14.45852,-0.14241
3579,201255845,0.01,J,1.770109,-54.025291,11.801,1325.663073,0.473311,1.190926206,880,2,2,1,1.2976223,1.29918,6315.75,4.45,15.90509,0.20443
3580,201255854,0.01,J,1.726573,-54.06656,11.414,1326.632694,1.210541,3.446846022,440,2,2,1,0.86128706,0.897293,5407.5,4.14,9.42738,0.16234
3581,201256671,0.01,J,1.733254,-57.968422,13.448,1325.667317,0.359781,0.941100749,1770,2,2,1,3.0427423,,5042,,9.03886,0.13372
3582,201286002,0.01,J,1.958513,-58.927708,10.738,1328.174971,5.993392,8.808847826,560,2,2,1,7.981356,,4620.0522,,9.28441,0.17985
3583,201286340,0.01,J,1.84535,-57.171891,9.434,1325.461465,1.005211,7.958376112,8530,2,2,1,1.9505364,1.34831,6705.5923,3.94288,49.9066,1.0774
3584,201286348,0.01,J,1.850376,-57.148049,11.491,1325.498008,1.004909,3.399888522,1150,2,2,1,1.2457386,1.29445,6969,4.26,15.01443,-0.02722
3585,201286593,0.01,J,1.996819,-55.97654,13.213,1325.586078,0.275957,1.268894439,10690,2,2,1,1.4518943,1.00207,5877.2,4.36998,41.49011,-0.11983
3586,201286598,0.01,J,1.998473,-55.961815,12.997,1325.580707,0.276048,0.915397252,5340,2,2,1,0.5729482,,4346.5,,27.63058,0.13807
3587,201286944,0.01,J,1.835566,-54.446423,12.932,1328.072079,3.110874,6.777723401,15790,2,2,1,0.81713194,0.848462,5083.723,4.48291,8.84632,0.19389
3588,201287223,0.01,J,2.204614,-54.616727,13.285,1326.584601,13.703543,4.795143767,7880,2,2,1,0.74398345,0.891244,5362,4.455,10.25267,0.23446
3589,201287257,0.01,J,2.04362,-54.785069,13.416,1325.526644,0.460087,1.718590576,9550,2,2,1,1.659419,1.27533,6803,4.24044,35.53275,0.36881
3590,201287634,0.01,J,2.033393,-56.574543,10.747,1325.605914,0.727377,8.487616738,14750,2,2,1,0.62499607,,4092.07,,64.42404,-0.44844
3591,201290056,0.01,J,2.497466,-56.540794,12.806,1325.702248,0.735634,2.774340642,1100,2,2,1,3.0066085,,5003.64,,8.97014,0.12766
3592,201290101,0.01,J,2.45152,-56.75055,10.549,1329.498532,2.953548,3.516612391,4990,2,2,1,1.9478118,0.890419,5318.25,3.86321,11.94191,0.24921
3593,201290298,0.01,J,2.626437,-57.714794,10.438,1325.784874,0.452522,2.351955944,330,2,2,1,1.5016907,1.16706,6411.5503,3.9,17.69086,0.21126
3594,201291168,0.01,J,2.819475,-57.995744,11.964,1325.519138,0.117514,0.455427857,4210,2,2,1,1.74105,1.58835,8122.6665,4.15775,17.46343,0.04758
3595,201291172,0.01,J,2.821711,-57.980126,10.964,1325.461554,0.117514,0.574530647,520,2,2,1,1.9264152,0.89894,5383.6665,4.44951,14.74598,-0.11066
3596,201291228,0.01,J,2.839792,-57.743229,12.034,1325.472748,0.341159,2.778289725,2430,2,2,1,1.6360348,1.07172,6142,4.32279,45.08905,-0.77298
3597,201291888,0.01,J,2.856706,-54.557405,12.939,1326.593179,0.104202,0.162029942,31270,2,2,1,0.8409321,0.908798,5239.6665,4.44232,15.94874,0.38236
3598,201292105,0.01,J,2.921251,-54.396674,12.731,1327.244308,2.348617,7.163657629,1180,2,2,1,0.85465467,1.27819,7270.93,4.23953,9.32402,0.22234
3599,201292368,0.01,J,2.88114,-55.749664,7.942,1326.274314,2.6289,12.4294392,180,2,2,1,2.3320925,,6825.1875,0.16,13.01418,-0.0367
3600,201293537,0.01,J,3.179781,-58.562683,11.596,1325.620779,0.309766,1.854878808,1690,2,2,1,5.228676,,4995.5,,45.15685,0.44291
3601,201294290,0.01,J,3.232483,-55.135021,13.329,1325.502624,0.115591,0.122396998,2330,2,2,1,0.7693065,,5126.83,,8.28729,0.18142
3602,201294827,0.01,J,3.445819,-55.20818,11.151,1336.480009,1.324507,1.087473227,3560,2,2,1,1.2571208,1.01727,5854.6665,4.22523,16.13929,0.42904
3603,201294893,0.01,J,3.304359,-55.466568,13.407,1325.474823,0.31732,1.310277744,36070,2,2,1,0.876364,0.849564,5119.6665,4.48225,42.30712,0.02559
3604,201294960,0.01,J,3.397406,-55.7259,13.084,1328.049709,4.11174,10.79183727,2710,2,2,1,0.8371164,0.872763,5104.468,4.46765,9.32242,0.17473
3605,201295243,0.01,J,3.471087,-56.999711,6.675,1344.510743,2.404268,1.412555535,400,2,2,1,2.2295744,1.18657,6215.1,,14.32845,0.19554
3606,201305267,0.01,J,3.401273,-58.592541,9.235,1327.876753,1.209084,1.290431172,520,2,2,1,10.857877,0.769899,4906.686,2.26284,10.47956,0.20459
3607,201306438,0.01,J,3.477035,-55.604683,11.111,1326.201518,0.859362,10.48847884,1530,2,2,1,1.74348,1.24065,6397.3335,4.05823,76.21839,-0.94741
3608,201306559,0.01,J,3.561249,-55.069677,6.216,1334.21215,1.194846,1.719717951,200,2,2,1,1.6224846,1.2906,6318,,11.09939,0.18139
3609,201306885,0.01,J,3.687508,-54.388806,11.267,1328.319347,0.906268,1.387025049,23970,2,2,1,1.7222961,1.58431,7484,4.1441,14.35224,0.21578
3610,201307332,0.01,J,3.862231,-56.475452,12.376,1325.586966,0.974493,6.342312282,10950,2,2,1,1.4087489,1.21909,7371.3335,4.25919,38.47957,-0.12305
3611,201307838,0.01,J,3.826674,-58.844929,13.42,1325.505463,0.166627,0.019035468,39220,2,2,1,0.69804144,,5019.0864,,8.8457,0.25404
3612,201309268,0.01,J,4.09055,-54.148197,12.192,1327.253662,0.145875,0.11434266,8300,2,2,1,,,,,13.48404,0.10877
3613,201309671,0.01,J,4.243667,-55.673086,12.798,1326.404359,1.162624,5.215624274,930,2,2,1,0.82856566,0.97466,5811,4.3915,9.23106,-0.01561
3614,201309817,0.01,J,4.152653,-56.429852,10.862,1326.234039,1.580157,6.615042852,290,2,2,1,1.6200447,1.49544,7230.355,3.99556,9.72044,0.05533
3615,201311145,0.01,J,4.387419,-56.806454,12.173,1325.446073,0.106091,0.530421051,6610,2,2,1,1.72022,1.56708,8145,4.16235,32.20878,-0.12394
3616,201311291,0.01,J,4.311035,-56.101958,12.012,1325.638097,0.331161,1.81513318,29510,2,2,1,1.3581613,1.11459,6313.6665,4.30086,40.37324,-0.25272
3617,201312046,0.01,J,4.641826,-55.440756,13.304,1326.595119,0.104142,0.094077717,49470,2,2,1,0.7665777,0.840758,5753.395,4.48745,17.02181,0.22807
3618,201332589,0.01,J,4.62847,-56.24456,12.71,1325.990807,1.468576,8.226375322,10230,2,2,1,0.9820923,,4487.3374,,25.67968,-0.08054
3619,201332590,0.01,J,4.617721,-56.247651,10.637,1325.996796,1.468576,7.528155548,1800,2,2,1,2.23342,2.1881,9365,4.08055,25.64568,-0.06142
3620,201334482,0.01,J,4.748333,-54.515427,12.145,1326.713016,0.104201,0.042363959,6410,2,2,1,0.91211575,0.977463,5823.6665,4.38928,16.52239,0.20317
3621,201334504,0.01,J,4.798546,-54.396817,11.815,1327.341018,1.000107,0.36891947,6320,2,2,1,,,4999.9033,,10.53157,0.28333
3622,201334507,0.01,J,4.820607,-54.386925,12.401,1326.360692,1.000107,10.30262226,12190,2,2,1,1.2423605,,5858.6665,,12.99453,0.43094
3623,201334716,0.01,J,4.931891,-54.465574,11.123,1326.814166,13.797657,20.17327835,3770,2,2,1,0.7094901,,4938.7603,,23.71539,0.06037
3624,201334786,0.01,J,5.08367,-54.83085,12.742,1326.65908,14.815138,3.811638705,5630,2,2,1,1.5023075,1.03713,5711.5,4.34437,10.39009,0.23233
3625,201352281,0.01,J,5.084151,-57.163422,5.648,1332.63219,2.421657,1.731969086,190,2,2,1,0.178331,0.152218,2922,,11.56691,0.14153
3626,201353934,0.01,J,5.333388,-54.732239,9.605,1326.508751,13.647688,9.593778756,3250,2,2,1,0.9841201,1.00031,5603.45,4.44853,28.23428,0.20415
3627,201354103,0.01,J,5.26045,-53.999539,13.21,1365.161659,14.370067,7.418403388,7830,2,2,1,1.0602934,0.986552,5702,4.3821,13.92423,0.2188
3628,201354121,0.01,J,5.460718,-53.924061,13.019,1365.470433,14.969686,8.550684643,9940,2,2,1,0.9432725,,5339.5,,16.40859,0.16169
3629,201354238,0.01,J,5.338345,-54.573462,8.811,1354.283387,0.158478,0.658989559,650,2,2,1,2.1180367,1.51858,7113.957,3.92166,19.56533,0.00037
3630,201354271,0.01,J,5.343966,-54.740251,12.576,1326.5582,20.839181,12.47850158,54300,2,2,1,0.6696125,0.770906,4886.38,4.52341,36.8153,0.17302
3631,201364373,0.01,J,5.42111,-56.39896,12.919,1326.521989,1.224262,8.907240607,5630,2,2,1,,,3988.745,,31.1017,-0.24001
3632,204290411,0.01,J,344.872493,-21.734911,13.066,1354.221238,0.144737,0.967352634,10020,2,1,4,0.9616454,1.00257,5758.6665,4.36959,19.62299,0.2561
3633,204290414,0.01,J,344.873039,-21.718926,11.729,1354.29593,0.144701,0.270602446,10860,2,1,4,2.2796884,1.16184,7419.75,4.28057,14.15275,0.27414
3634,204291853,0.01,J,345.183631,-21.239328,10.934,1358.336464,2.665839,7.842685071,5840,2,1,4,0.942541,0.903875,5196.75,4.44594,13.34297,0.35764
3635,204291947,0.01,J,345.140545,-20.812335,8.12525,1356.337904,2.458518,6.530020489,200,2,1,4,0.902836,0.818388,4862.02,4.45511,10.22042,0.17884
3636,204292127,0.01,J,345.159,-19.9097,13.428,1354.447815,0.309823,1.071491863,24430,2,1,4,0.278,0.265,3681,4.97358,12.08729,0.14343
3637,204292130,0.01,J,345.147917,-19.902945,9.373,1354.456076,0.309825,1.49533938,340,2,1,4,1.8316509,1.34084,6643.533,3.99373,12.87746,0.08838
3638,204293459,0.01,J,345.22287,-22.262632,8.255,1356.360342,2.455282,7.322240192,270,2,1,4,2.5474544,0.860052,5166.7,3.49253,9.90415,0.17902
3639,204293461,0.01,J,345.226466,-22.264246,9.338,1356.360577,2.455282,7.001089306,770,2,1,4,1.2363497,1.08603,5945,3.79,9.76225,0.14485
3640,204294200,0.01,J,345.37451,-22.171927,13.152,1354.213699,0.143521,0.574164372,3990,2,1,4,1.8721,1.72846,8110.25,4.13143,13.10012,0.2413
3641,204294540,0.01,J,345.400813,-20.651703,13.089,1354.326427,0.287631,3.081839607,8020,2,1,4,0.9946655,,5978.6665,,52.68034,0.39121
3642,204294543,0.01,J,345.39345,-20.63843,13.014,1354.328147,0.287659,1.938936724,13000,2,1,4,0.9946655,0.966694,5978.6665,4.39778,39.37962,-0.27569
3643,204294622,0.01,J,345.460665,-20.215282,11.319,1356.482756,2.439818,7.101627049,2520,2,1,4,1.0284108,1.06759,6298,4.32516,9.45953,0.18749
3644,204294697,0.01,J,345.350442,-19.843473,8.255,1356.366332,4.90371,9.223290065,250,2,1,4,0.237495,0.213647,3078,,12.24913,0.20546
3645,204295309,0.01,J,345.575491,-18.944398,8.252,1356.31266,2.463811,7.57237528,260,2,1,4,3.7840354,1.75658,7450,3.66254,12.07685,0.2049
3646,204295364,0.01,J,345.562992,-19.25239,11.829,1354.328275,0.134614,0.6035661,10320,2,1,4,,,8416.333,,21.39496,0.04153
3647,204295366,0.01,J,345.584872,-19.25808,13.309,1354.328068,0.134615,0.543866138,5130,2,1,4,1.3237685,0.953131,5486.0474,4.40845,15.93082,0.07036
3648,204295502,0.01,J,345.579997,-19.959161,12.814,1366.455374,12.417065,9.98332026,19760,2,1,4,1.0023527,,5300,,20.585,0.20065
3649,204295606,0.01,J,345.56762,-20.464619,12.455,1356.405453,2.452771,3.517862279,6840,2,1,4,0.91993153,0.984542,5752,4.38368,10.5313,0.22457
3650,204295887,0.01,J,345.507344,-21.841753,11.027,1356.855095,1.446709,5.723759488,7860,2,1,4,0.9018176,,5566.4,,13.79892,0.38286
3651,204295888,0.01,J,345.506601,-21.84334,9.462,1356.85895,1.446709,5.787993367,1830,2,1,4,1.8640226,1.08363,5854,3.93922,13.55259,0.37051
3652,204296440,0.01,J,345.621104,-23.580939,7.866,1356.316325,2.462967,7.254127446,210,2,1,4,2.010919,,6267.85,,9.25234,0.1771
3653,204313688,0.01,EB,345.65553,-22.115704,10.765,1359.465856,5.417521,2.162240982,27250,2,1,4,1.6408395,0.981012,5476.175,3.79052,40.96288,0.261
3654,204314089,0.01,J,345.624985,-20.226011,12.26,1354.253916,0.477315,2.439805169,1500,2,1,4,0.8232581,0.877182,5252.75,4.4647,15.72551,0.15842
3655,204314449,0.01,J,345.657599,-18.541685,7.431,1354.51931,1.510271,7.920223589,780,2,1,4,2.12437,1.88215,7880,4.05862,13.67763,-0.186
3656,204314795,0.01,J,345.788867,-18.806977,12.543,1354.393244,0.279143,2.419298884,4060,2,1,4,1.181873,0.975425,5798,4.39089,20.26068,-0.43755
3657,204315481,0.01,J,345.777012,-22.196552,13.125,1354.926853,0.922408,3.896915526,2900,2,1,4,0.94218206,1.03413,6080,4.34642,9.75178,0.11153
3658,204316849,0.01,J,345.87785,-18.911062,12.366,1366.20411,13.487941,5.444812023,19800,2,1,4,0.97070485,1.06322,5853.3335,4.32773,10.6429,-0.00722
3659,204316960,0.01,J,345.969438,-18.309625,13.175,1354.425519,0.407734,3.233363239,52550,2,1,4,0.9344445,0.824082,5172.2725,4.4968,79.99772,-0.18776
3660,204317626,0.01,EB,346.018536,-20.944313,13.425,1354.47263,0.412084,1.646489864,59780,2,1,4,1.1155413,0.810574,5082.4023,4.50397,96.21287,0.44646
3661,204318728,0.01,J,346.157955,-21.541469,8.765,1356.365166,2.431454,4.151367301,280,2,1,4,0.277042,0.256726,3164,,9.59779,0.19197
3662,204320264,0.01,J,346.343303,-21.740385,9.312,1356.367185,4.904188,8.793405252,330,2,1,4,1.5708021,1.18522,6405.81,4.05501,10.39823,0.25757
3663,204321213,0.01,J,346.380709,-21.346676,12.369,1354.344079,0.629756,8.700759276,2270,2,1,4,1.1630721,0.959159,5284.6,4.40371,11.45174,-1.09965
3664,204321969,0.01,EB,346.587897,-18.27891,12.912,1354.79152,1.049928,5.192103946,6800,2,1,4,1.2097598,1.03009,5618.56,4.34923,29.37211,0.56526
3665,204322923,0.01,J,346.6057,-23.1718,12.427,1354.279469,0.752975,6.87797484,13210,2,1,4,0.377,0.387,3479,4.87346,26.44639,-0.19158
3666,204323094,0.01,J,346.670207,-23.743052,3.625,1356.466939,2.441119,6.347885848,220,2,1,4,9.131681,0.849288,5033.02,2.23547,10.18942,0.18452
3667,204323205,0.01,J,346.619661,-23.110988,10.684,1354.215728,0.114505,0.342773008,550,2,1,4,3.25423,1.46499,7197.3027,4.1867,11.0257,0.21858
3668,204323284,0.01,J,346.690227,-22.775737,8.661,1356.346795,2.456839,6.00490761,250,2,1,4,2.09467,1.40524,6459.5,3.93359,9.54493,0.21604
3669,204323872,0.01,J,346.73461,-19.871096,8.33,1358.923142,2.445267,2.252971203,490,2,1,4,1.5838652,1.35389,6461.84,4.12268,9.91897,0.27697
3670,204323949,0.01,J,346.661771,-19.459977,7.878,1356.495388,2.431806,9.63170266,220,2,1,4,2.60913,1.12558,6068.5,3.837,13.65995,0.28877
3671,204324118,0.01,J,346.7299,-18.578,11.714,1356.420402,2.448716,6.81898842,5930,2,1,4,0.527,0.569,3596.75,4.74992,9.831,0.17261
3672,204324666,0.01,J,346.835663,-20.051962,11.09,1354.294238,0.965839,5.855534155,720,2,1,4,1.19074,1.37364,6493.6665,4.44428,11.75773,-0.16316
3673,204324708,0.01,J,346.80446,-20.255129,13.216,1354.204323,0.152947,1.81282573,6730,2,1,4,,,5038.733,,44.2631,-0.54629
3674,204324763,0.01,J,346.863254,-20.483439,11.225,1354.878801,0.706367,4.481813851,1050,2,1,4,4.6850557,,4935.67,,18.3204,-0.11637
3675,204325115,0.01,J,346.755018,-22.220629,8.44,1356.442999,2.448716,2.60935177,390,2,1,4,1.2093467,1.1304,6051.75,4.29539,9.79555,0.19706
3676,204325307,0.01,J,346.779449,-23.159433,8.21073,1356.347025,4.911841,8.587862804,230,2,1,4,0.63119656,0.656753,4295,4.72,9.69076,0.20549
3677,204325433,0.01,J,346.802806,-23.929028,13.339,1366.237213,2.439936,0.95157504,29840,2,1,4,1.0754131,1.08916,6190.5,4.31331,11.96115,0.17508
3678,204327420,0.01,J,347.072656,-21.607549,8.799,1356.34282,4.910883,8.474219705,350,2,1,4,1.1686604,1.09736,5903,4.34465,11.27719,0.21111
3679,204328787,0.01,J,347.125436,-19.705249,11.893,1354.270409,0.32312,1.972453728,6170,2,1,4,1.2019768,1.19199,6933,4.26896,43.51496,0.39275
3680,204350437,0.01,J,347.361644,-21.172463,2.961,1356.476592,2.4397,6.245827176,40,2,1,4,,,,,9.11505,0.19921
3681,204350732,0.01,J,347.272006,-22.452628,11.167,1355.035467,1.340179,7.031758392,11710,2,1,4,2.1165183,,6486.3335,,18.95583,-0.12136
3682,204351364,0.01,J,347.478774,-22.457582,4.117,1361.221898,2.436277,3.869002778,350,2,1,4,13.394157,,5626,,9.76931,0.21199
3683,204351883,0.01,J,347.392941,-20.035585,12.116,1355.040785,0.866747,8.240267739,6110,2,1,4,2.3108478,1.44237,7979.5,4.19255,32.50854,-0.08591
3684,204353593,0.01,J,347.511841,-23.895251,12.843,1354.340426,0.340295,6.784230014,9540,2,1,4,1.5479393,1.0277,5461.1,4.35092,69.9076,1.30225
3685,204372466,0.01,J,347.692159,-19.415954,13.136,1366.833949,12.838072,3.071893868,41010,2,1,4,,,4918.02,,22.44889,0.18944
3686,204374027,0.01,J,347.861315,-23.705091,10.801,1356.514445,2.435452,6.05667687,1750,2,1,4,4.153379,,4825.56,,9.93906,0.17767
3687,204374029,0.01,J,347.77959,-23.712843,12.896,1354.347308,0.166422,0.081000916,5380,2,1,4,0.76765233,0.837464,5334,4.48934,9.00872,0.25362
3688,204374258,0.01,J,347.959085,-22.860304,12.826,1358.30057,4.60212,1.517595091,5070,2,1,4,0.56224734,,3419.5,,8.30691,0.17707
3689,204374329,0.01,J,347.914761,-22.515522,10.926,1354.220108,0.120001,0.638270919,19830,2,1,4,1.49771,0.998062,5809,3.9436,31.41279,-0.22073
3690,204375902,0.01,J,348.127613,-21.112054,9.946,1354.607277,0.416443,0.953487893,2630,2,1,4,,,8868.667,,10.8657,0.19448
3691,204376117,0.01,J,348.099828,-21.861685,12.87,1357.705719,2.983617,3.248800879,5450,2,1,4,0.9308484,1.02902,5876.75,4.34998,8.63662,0.18748
3692,204376297,0.01,J,348.045606,-22.680779,12.745,1354.213495,0.136637,0.998346439,5320,2,1,4,1.5354509,1.56488,7793.75,4.16284,25.62888,0.59015
3693,204376521,0.01,J,348.125224,-23.819513,7.52604,1356.363286,4.901801,8.305611614,360,2,1,4,2.6988497,1.32247,6449.375,,9.14963,0.20035
3694,204376746,0.01,J,348.156591,-22.623669,9.13,1356.306172,2.464293,6.189909729,340,2,1,4,2.0373423,0.974149,5476.9,3.62,9.42955,0.23161
3695,204376918,0.01,J,348.19336,-21.938418,8.159,1356.26743,2.46719,5.617495567,230,2,1,4,1.80325,1.04267,5208.5,4.4,10.1807,0.17834
3696,204377772,0.01,J,348.318637,-18.369474,7.263,1356.508066,2.429343,7.484514262,250,2,1,4,3.334455,1.40784,6685.3335,,9.87507,0.17119
3697,204378011,0.01,J,348.344431,-19.710007,12.718,1356.133238,7.878927,2.632191932,39330,2,1,4,1.0901039,,4430.3335,,19.72325,0.26654
3698,204388119,0.01,J,348.316943,-21.394663,9.387,1355.394081,1.635543,8.840960397,1690,2,1,4,1.429508,1.09991,6072.05,4.26804,14.66324,-0.11561
3699,204388776,0.01,J,348.511168,-23.170216,8.717,1356.500862,2.435452,6.545910468,310,2,1,4,1.4014835,1.21955,6281.6504,4.06,9.4832,0.14375
3700,204390135,0.01,J,348.5686,-19.6461,8.714,1356.354059,2.454683,7.63151126,290,2,1,4,0.5809051,0.612,3940.2832,4.68642,11.79532,0.21008
3701,204390137,0.01,EB,348.568633,-19.64614,10.816,1356.351262,2.454683,7.543142672,1800,2,1,4,,,3652,,10.61926,0.19604
3702,204390145,0.01,J,348.531492,-19.695822,7.449,1356.491164,2.428991,7.911903804,290,2,1,4,1.70683,2.11684,8187,4.29974,13.24047,0.15159
3703,204392047,0.01,J,348.75804,-18.382586,13.246,1354.658997,1.397141,3.268974626,3570,2,1,4,1.6129453,1.06759,5828.75,4.32516,8.65372,0.19648
3704,206283441,0.01,J,338.5963,-16.9959,13.034,1354.839627,1.282271,10.47194822,3720,2,1,4,0.6812962,0.162,4878,5.07683,18.49133,0.45016
3705,206283443,0.01,J,338.601208,-16.985697,12.96,1354.711462,1.28857,3.854886012,2490,2,1,4,0.6812962,,4878,,8.26539,0.18598
3706,206283650,0.01,J,338.6513,-15.9609,12.952,1354.458952,1.307235,10.76335467,3670,2,1,4,0.5543045,0.546,3595.5,4.7656,17.65756,-0.20006
3707,206285497,0.01,J,352.843152,-53.898761,9.907,1326.155309,0.795776,10.00481418,3530,2,2,1,1.7976499,1.47996,7047,4.02734,54.32493,-0.64804
3708,206286414,0.01,J,353.089115,-49.215535,9.105,1325.739592,1.693082,19.62051779,4040,2,2,1,1.7299803,1.63868,7335.1997,4.1942,40.95982,-0.97513
3709,206286697,0.01,J,353.161198,-48.195972,12.552,1365.43831,15.4533,7.291485072,4450,2,2,4,1.1905764,1.06664,5826.385,4.32571,13.60451,0.20423
3710,206287093,0.01,J,353.265905,-50.454788,12.797,1325.460578,0.248045,1.453742136,3600,2,2,1,1.0586629,0.929692,5701.2427,4.42661,36.62962,0.39972
3711,206287282,0.01,J,353.234528,-51.508442,12.441,1327.206785,20.291922,15.55010567,4620,2,2,1,1.2948312,1.06853,5812,4.32462,11.1551,0.18104
3712,206287352,0.01,J,353.126139,-51.891355,12.639,1325.517092,0.78822,4.869307872,8380,2,2,1,1.5259833,1.66565,7927,4.14244,48.78611,-0.30579
3713,206287384,0.01,J,353.163352,-52.078446,13.185,1327.237074,20.291922,15.23355168,19060,2,2,1,0.9566038,,5808.7275,,28.13635,0.13136
3714,206288049,0.01,J,353.45286,-52.276199,13.302,1327.216561,20.21027,14.8133195,14690,2,2,1,0.9252119,0.973125,5771.5,4.39271,19.21403,0.13885
3715,206288898,0.01,J,353.633853,-48.290297,12.181,1366.86934,0.103862,0.05847846,30200,2,2,4,0.8355808,0.862539,5079.7373,4.47426,17.69695,0.19316
3716,206311038,0.01,J,353.797585,-49.254648,13.062,1327.342133,13.079056,4.758683735,6970,2,2,1,0.81283236,0.831441,5041.6675,4.49275,8.84077,0.05559
3717,206326717,0.01,J,353.882377,-53.68005,12.355,1325.565823,0.48303,1.511922542,1500,2,2,1,1.6960424,0.967211,5807,4.39737,9.39477,0.16978
3718,206327147,0.01,J,354.178179,-52.098788,13.498,1327.197653,20.251014,15.35836902,11880,2,2,1,,,3691,,14.01656,0.14339
3719,206327333,0.01,J,354.106457,-51.085454,12.835,1326.567931,13.666256,11.52885356,3370,2,2,1,1.2288646,1.04211,5843.75,4.34102,9.54694,0.25394
3720,206327506,0.01,J,354.0869,-50.1197,13.105,1325.415874,0.147421,1.565752544,2180,2,2,1,0.398,0.414,3934.2798,4.85566,23.39057,0.8467
3721,206327714,0.01,J,354.042256,-49.02655,13.411,1326.788113,4.446645,2.518579728,4380,2,2,1,0.76158726,0.758235,4973.3335,4.52927,8.23644,0.17085
3722,206347542,0.01,J,354.304242,-51.770077,12.315,1327.21872,2.003,2.0454636,3780,2,2,1,0.7525128,,4970.4873,,12.38154,0.19686
3723,206347553,0.01,J,354.34378,-51.810065,12.472,1327.209976,20.251014,15.47015461,5760,2,2,1,0.56925374,,4881.6675,,13.09859,0.16203
3724,206348078,0.01,J,354.487115,-53.161057,13.39,1325.545875,0.201071,0.515819501,1710,2,2,1,0.8753633,0.855633,5099.2935,4.47857,8.26918,0.16902
