row_id,tic_id,toi_id,Disposition,RA,Dec,Tmag,Epoc,Period,Duration,Transit Depth,Sectors,camera,ccd,star_rad,star_mass,teff,logg
639,144194304,?.02,EB,327.97263300000003,-42.373205,9.109,1325.519351,0.48345299999999997,0.5,300267.009746,1,1.0,1.0,1.6448005,1.27771,6957.19,4.23968
640,144194304,?.01,V,327.97263300000003,-42.373205,9.109,1325.7429619999998,0.48358,1.5,342236.525579,1,1.0,1.0,1.6448005,1.27771,6957.19,4.23968
641,325205605,?.02,EB,355.57159900000005,-69.906797,11.859000000000002,1326.538844,4.24872,5.478914,11840.119259000001,1,3.0,2.0,1.932174,0.914253,5359.0,4.43828
642,394230860,?.01,EB,47.807876,-74.044325,10.052999999999999,1326.8158779999999,10.934718,2.0,0.0,1,3.0,3.0,2.052592,1.29918,6046.675,3.90722
643,325205605,?.01,EB,355.57159900000005,-69.906797,11.859000000000002,1328.662858,4.248996,5.539817,93803.951461,1,3.0,2.0,1.932174,0.914253,5359.0,4.43828
644,294273900,?.03,V,108.710955,-59.26783399999999,8.868,1327.247822,2.1249990000000003,5.0,450.936933,1,4.0,3.0,1.8118155,1.45053,6028.6,4.11642
645,92786857,?.01,IS,317.193934,-32.246752,9.48,1326.985527,16.394892000000002,6.142991,4057.382776,1,1.0,4.0,9.960926,0.685363,4458.2534,
646,294273900,?.02,V,108.710955,-59.26783399999999,8.868,1326.558728,2.833281,6.422624,5012.278296,1,4.0,3.0,1.8118155,1.45053,6028.6,4.11642
647,294273900,?.01,V,108.710955,-59.26783399999999,8.868,1327.467475,20.463491,6.963782000000001,30661.449732999998,1,4.0,3.0,1.8118155,1.45053,6028.6,4.11642
648,308852608,?.02,EB,122.47903400000001,-64.714943,9.654,1325.4932820000001,0.324839,0.734985,711.567827,1,4.0,3.0,4.426126,1.21955,5661.2,4.25903
649,308852608,?.01,EB,122.47903400000001,-64.714943,9.654,1325.330729,0.324818,1.511488,1627.105609,1,4.0,3.0,4.426126,1.21955,5661.2,4.25903
650,404804908,?.01,EB,84.763423,-70.902839,10.869000000000002,1326.6445390000001,2.207055,2.214487,11492.617031,1,4.0,2.0,1.13961,1.04044,5795.0,4.34213
651,382069441,?.02,EB,79.67388000000001,-58.070589,11.308,1329.704377,5.49354,10.146288,13194.676527,1,4.0,4.0,0.727551,0.853149,5082.005,4.48009
652,382069441,?.01,EB,79.67388000000001,-58.070589,11.308,1326.9923919999999,5.491213,11.10259,26413.741843,1,4.0,4.0,0.727551,0.853149,5082.005,4.48009
653,306573201,?.01,IS,119.19547800000001,-70.716362,8.593,1332.097754,10.027196,2.8879080000000004,521.294261,1,4.0,3.0,,,8513.5,
654,349310205,?.02,EB,109.63281200000002,-63.271599,15.071,1325.710088,0.878727,2.204752,26582.184124,1,4.0,3.0,1.1151091,,5195.8896,
655,349310205,?.01,EB,109.63281200000002,-63.271599,15.071,1326.1467,0.8787940000000001,2.375213,75201.100962,1,4.0,3.0,1.1151091,,5195.8896,
656,214299836,?.02,IS,339.448885,-39.857128,6.06,1325.500677,0.871433,0.33450799999999997,529.130857,1,1.0,2.0,3.774811,1.16401,6129.75,
657,214299836,?.01,V,339.448885,-39.857128,6.06,1325.749202,0.87124,3.688517,11715.67603,1,1.0,2.0,3.774811,1.16401,6129.75,
658,294754396,?.01,IS,71.004173,-66.40100100000001,10.67,1327.0291029999998,22.360057,1.732284,2073.687986,1,4.0,1.0,0.59529465,,4100.0,
659,326393768,?.01,IS,317.06298,-28.985878000000003,8.886000000000001,1328.123512,15.892872,7.442595,1684.90737,1,1.0,4.0,2.0849447,1.51142,6618.06,4.17518
660,92911484,?.01,IS,317.9911,-31.0544,13.404000000000002,1330.002742,13.441017,1.8668060000000002,70884.948063,1,1.0,4.0,,0.13,3642.94,5.11216
661,92630899,?.01,IS,315.880605,-31.580135,8.823,1331.908829,11.692091,3.0100700000000002,2062.8347129999997,1,1.0,4.0,1.6217223,1.40611,6220.2725,
662,141865875,?.03,V,93.802432,-77.052317,7.672000000000001,1325.495099,0.22308699999999998,0.543868,248.17543799999999,1,4.0,2.0,1.6382656,1.85254,7448.5,
663,214991065,?.03,IS,342.195107,-36.890722,8.69829,1331.826558,13.816525,3.240527,680.571055,1,1.0,2.0,0.68116903,0.751688,4805.95,4.55375
664,214991065,?.02,IS,342.195107,-36.890722,8.69829,1331.584565,20.027116,2.870859,799.551737,1,1.0,2.0,0.68116903,0.751688,4805.95,4.55375
665,214991065,?.01,IS,342.195107,-36.890722,8.69829,1332.113642,15.649232999999999,3.696918,3704.2433450000003,1,1.0,2.0,0.68116903,0.751688,4805.95,4.55375
666,141865875,?.02,V,93.802432,-77.052317,7.672000000000001,1325.451819,0.223131,0.369526,216.88785499999997,1,4.0,2.0,1.6382656,1.85254,7448.5,
667,237338543,?.01,V,347.6628,-61.1341,11.304,1326.651415,15.28634,3.6031190000000004,32138.231907999998,1,2.0,2.0,0.7593433,0.533,5198.395,4.77419
668,260889990,?.01,V,350.1961,-67.3892,11.378,1329.981667,7.405883,13.617362,6774.043643000001,1,3.0,2.0,0.307,0.301,3344.0,4.94272
669,144218285,?.01,IS,328.5671,-43.6037,12.387,1327.266649,25.416885999999998,13.779447,2644.161233,1,1.0,1.0,0.264,0.248,3255.0,4.98967
670,389658055,?.03,V,321.07187799999997,-44.917592,11.107000000000001,1328.790083,6.455058999999999,5.517712,17784.885121,1,1.0,1.0,1.2665027,0.962287,5159.8696,4.23212
671,389658055,?.02,V,321.07187799999997,-44.917592,11.107000000000001,1326.172317,11.088068,3.0068919999999997,59431.678073,1,1.0,1.0,1.2665027,0.962287,5159.8696,4.23212
672,389658055,?.01,V,321.07187799999997,-44.917592,11.107000000000001,1327.666473,10.765608,10.356886,2.28368,1,1.0,1.0,1.2665027,0.962287,5159.8696,4.23212
673,206327797,?.02,EB,354.0662,-48.5835,9.67,1325.447108,0.223883,2.686594,33773.00561,1,2.0,2.0,0.306,0.3,3342.0,4.94411
674,307031724,?.01,IS,123.277601,-68.583572,11.649000000000001,1327.585342,13.350132,6.717219,8120.312924,1,4.0,3.0,0.64259356,0.640451,3998.0,4.60215
675,92749466,?.01,IS,316.860494,-31.621322999999997,15.21,1329.813118,13.904622,5.1421790000000005,126757.87286199999,1,1.0,4.0,0.18,0.47,31000.0,5.59998
676,99769182,?.01,IS,322.6883,-23.8066,14.511,1330.773515,13.233328,1.5,286059.020817,1,1.0,3.0,,0.1,3791.7373,5.17776
677,150166721,?.02,V,93.50481500000001,-61.473226000000004,9.04,1325.688442,0.485858,0.443903,3468.7959590000005,1,4.0,4.0,4.567857,1.26865,6399.4,3.20636
678,150166721,?.01,V,93.50481500000001,-61.473226000000004,9.04,1325.7759839999999,0.485803,1.15143,23519.982887000002,1,4.0,4.0,4.567857,1.26865,6399.4,3.20636
679,278988794,?.02,EB,101.902407,-57.82476,13.649000000000001,1332.281904,15.186845000000002,4.674103,34121.278696,1,4.0,4.0,2.1117978,1.11459,5772.5,4.30086
680,278988794,?.01,EB,101.902407,-57.82476,13.649000000000001,1328.480189,7.5921520000000005,4.33068,88772.32847200001,1,4.0,4.0,2.1117978,1.11459,5772.5,4.30086
681,150162739,?.02,IS,93.247404,-65.770251,10.267999999999999,1335.192815,12.142617,7.110950999999999,1717.67767,1,4.0,3.0,2.739977,1.463,6253.654,3.81733
682,150162739,?.01,V,93.247404,-65.770251,10.267999999999999,1330.179748,19.676468,8.569317999999999,2056.5647089999998,1,4.0,3.0,2.739977,1.463,6253.654,3.81733
683,152184774,?.01,IS,308.98419,-30.54853,8.57,1325.747128,4.626387,7.5,274200.689095,1,1.0,4.0,1.8729846,1.73126,7470.0,4.07819
684,206488312,?.01,IS,331.881573,-21.081357,9.664,1325.9379390000001,14.624720000000002,23.199034,2276.310415,1,1.0,3.0,0.8305929,0.873868,5117.0,4.46691
685,55453775,?.01,IS,70.863201,-64.201537,11.698,1325.697976,14.599781,12.788077000000001,4732.394402,1,4.0,1.0,0.9002617,0.965432,5357.25,4.62544
686,403153647,?.01,EB,336.838259,-58.000638,6.718999999999999,1326.839442,5.337949,5.982218,160193.984797,1,2.0,1.0,,1.87163,8072.2,3.84663
687,350622185,?.01,EB,87.540953,-56.806295999999996,8.763,1325.555635,0.584281,4.020178,194914.12088499998,1,4.0,4.0,1.67677,1.52345,6958.0,4.17231
688,92877691,?.01,IS,318.1032,-33.1276,13.62,1332.2735369999998,11.113716,3.6222300000000005,38636.72135299999,1,1.0,4.0,0.24,0.219,3202.0,5.01845
689,91369561,?.02,EB,312.568285,-42.217945,11.147,1326.386477,3.9837160000000003,11.702625999999999,73519.3159,1,1.0,1.0,1.70276,1.54944,7028.0,3.68
690,91369561,?.01,EB,312.568285,-42.217945,11.147,1328.373516,3.9874989999999997,7.5,493638.52855,1,1.0,1.0,1.70276,1.54944,7028.0,3.68
691,29546586,?.01,IS,314.607339,-26.683178,9.883,1327.114529,16.364107,6.71632,1631.9998449999998,1,1.0,4.0,1.3022393,0.889923,5697.6,3.78
692,89018905,?.03,IS,338.158392,-47.713125,10.925,1327.2847359999998,3.1470580000000004,16.86709,123037.61978,1,2.0,3.0,1.684478,0.958898,5562.967,3.92426
693,89018905,?.02,EB,338.158392,-47.713125,10.925,1325.7012949999998,1.5728280000000001,2.5,9640.379332999999,1,2.0,3.0,1.684478,0.958898,5562.967,3.92426
694,89018905,?.01,EB,338.158392,-47.713125,10.925,1325.538795,1.5716700000000001,2.5,224969.222514,1,2.0,3.0,1.684478,0.958898,5562.967,3.92426
695,214873946,?.01,V,341.76050299999997,-37.036287,9.94,1327.423471,5.365628,2.029064,1280.990484,1,1.0,2.0,1.3693846,0.931576,5988.3335,4.42517
696,289934844,?.01,IS,318.053473,-29.695569,9.121,1331.185772,12.271532,5.127926,2536.247441,1,1.0,4.0,1.1592078,1.16837,5761.0,4.27798
697,212296170,?.01,IS,309.448109,-26.42936,8.062999999999999,1328.268316,13.270797,1.334087,748.142738,1,1.0,4.0,19.43874,0.673305,4340.38,
698,261560580,?.01,V,349.250464,-74.53598199999999,12.050999999999998,1325.885834,6.455266,3.286561,10093.235001000001,1,3.0,2.0,,,3127.0,
699,339770560,?.01,V,111.121225,-59.372989000000004,12.526,1335.7130439999999,14.900355,5.269680999999999,13174.591025,1,4.0,3.0,,,3460.0,
700,350146296,?.01,V,115.73954099999999,-63.702,9.154,1327.0296119999998,2.6590540000000003,9.275595,444.355023,1,4.0,3.0,1.5839636,1.80488,7347.0,4.33145
701,300271825,?.01,IS,320.9777,-28.9829,12.078,1327.142502,16.321156,3.046763,3651.674982,1,1.0,4.0,0.323,0.321,3376.0,4.92653
702,289828268,?.01,IS,317.396969,-27.159275,9.459,1331.1884539999999,13.429363,5.0685199999999995,1258.5993460000002,1,1.0,4.0,1.2186017,1.01343,5671.15,4.15
703,115115136,?.02,EB,316.796114,-39.76632,11.345,1325.9004320000001,3.962846,4.460394,2451.646342,1,1.0,1.0,1.3492786,1.0679,6306.0,4.05259
704,39018208,?.02,EB,12.089551,-66.160247,11.055,1327.9226390000001,6.6488320000000005,3.4959860000000003,4658.525971,1,3.0,1.0,1.4918793,1.12162,6272.25,4.03
705,289791770,?.01,IS,316.876417,-29.101478999999998,9.2,1331.318274,13.204541,5.721312,1260.372425,1,1.0,4.0,1.086619,0.94944,5305.8325,4.38875
706,115115136,?.01,EB,316.796114,-39.76632,11.345,1327.888525,3.961693,4.544753,32713.938043000002,1,1.0,1.0,1.3492786,1.0679,6306.0,4.05259
707,39018208,?.01,EB,12.089551,-66.160247,11.055,1331.112959,6.649398,3.406362,26544.547315,1,3.0,1.0,1.4918793,1.12162,6272.25,4.03
708,382517745,?.01,EB,117.452114,-64.042389,10.59,1331.74635,10.441085000000001,3.5436330000000003,129053.34037,1,4.0,3.0,1.25425,0.969274,5487.0,4.25502
709,382517745,?.02,EB,117.452114,-64.042389,10.59,1326.479034,10.440227,2.753968,14662.120017,1,4.0,3.0,1.25425,0.969274,5487.0,4.25502
710,234300677,?.01,IS,32.953777,-71.483986,5.305,1327.84328,7.174751,1.891674,478.653561,1,3.0,4.0,,,3291.75,
711,139699256,?.01,EB,322.427414,-50.342156,7.205,1331.215876,5.955553,6.0,0.0,1,2.0,4.0,3.9174023,1.41814,7021.8633,3.30553
712,92563111,?.01,IS,315.192693,-33.933506,8.541,1329.261319,13.689741,1.921529,494.39603700000004,1,1.0,4.0,1.2886163,1.29871,6330.0,3.43
713,126602778,?.01,EB,314.508755,-46.066757,10.793,1325.359628,0.712213,1.5,387639.77289,1,1.0,1.0,,,8066.9873,
714,161267453,?.02,IS,341.673149,-51.050206,5.019,1329.999591,4.998328,14.989320999999999,364.320122,1,2.0,3.0,,,3309.0,
715,161267453,?.01,IS,341.673149,-51.050206,5.019,1332.3867380000002,7.523352,12.20974,633.069618,1,2.0,3.0,,,3309.0,
716,139699256,?.02,EB,322.427414,-50.342156,7.205,1328.398516,5.952776,1.5,0.0,1,2.0,4.0,3.9174023,1.41814,7021.8633,3.30553
717,306580215,?.01,EB,119.742306,-67.23243000000001,10.275,1326.194123,1.749516,3.174322,4043.2760340000004,1,4.0,3.0,1.26855,1.14106,6087.0,4.28912
718,206462125,?.01,IS,330.813613,-21.664551,15.425999999999998,1327.442096,7.1052919999999995,3.073755,110364.84335499999,1,1.0,3.0,0.147,0.5,50000.0,5.80276
719,197758148,?.01,IS,331.4767,-38.2682,10.27,1327.4585339999999,16.890862,4.53235,826.184073,1,1.0,2.0,,0.376,3784.73,4.88428
720,55401356,?.01,IS,70.368798,-61.573806000000005,10.208,1325.532944,7.268607,8.968111,1079.05287,1,4.0,1.0,1.302307,1.08261,6018.75,3.67
721,161167878,?.01,IS,339.162405,-48.305984,4.343,1335.4261199999999,11.857064999999999,4.58944,444.638273,1,2.0,3.0,,,3398.0,
722,350094361,?.02,IS,115.137103,-64.32328000000001,4.689,1330.387587,11.84787,3.056246,1680.732309,1,4.0,3.0,,,2964.0,
723,53753284,?.01,IS,326.554283,-24.817253,7.565,1328.847308,19.869589,5.550383999999999,9775.611904000001,1,1.0,3.0,2.5935686,1.72567,7281.0,3.89003
724,219338651,?.01,EB,354.510927,-59.441311,10.945,1325.864489,1.2657200000000002,1.0,796687.281664,1,2.0,2.0,1.32699,1.19199,6204.0,4.26896
725,29545491,?.01,IS,314.62888799999996,-24.821862,9.732000000000001,1328.750334,17.322499,7.132382000000001,1313.568653,1,1.0,4.0,0.756465,0.876078,5226.66,4.46544
726,350094361,?.01,IS,115.137103,-64.32328000000001,4.689,1335.435297,13.979076999999998,5.3460160000000005,2964.06908,1,4.0,3.0,,,2964.0,
727,279088392,?.01,IS,102.741073,-56.236888,8.402999999999999,1335.386129,13.974335,2.5308,5188.880218,1,4.0,4.0,1.065148,1.11769,5890.0,4.38248
728,92564392,?.01,IS,315.1955,-31.4199,11.407,1329.351408,14.104659,8.781951,3827.0794130000004,1,1.0,4.0,0.403,0.42,3529.0,4.85107
729,212297095,?.01,IS,309.461461,-24.844992,10.112,1326.061254,25.825172,3.662099,1896.485484,1,1.0,4.0,1.2937309,0.947059,5628.0,4.195
730,326394317,?.01,IS,320.016335,-29.540051000000002,9.02,1329.941284,13.354282999999999,5.00207,1106.0352460000001,1,1.0,4.0,4.236036,1.50612,6377.9253,4.17646
731,441354271,?.01,IS,309.514658,-32.077548,8.695,1325.626866,11.770127,65.83644,942610.2293290001,1,1.0,4.0,9.699486,0.781352,4932.08,0.98
732,29717216,?.01,IS,315.539321,-28.287042,10.3,1327.1602369999998,16.791918,2.445398,1909.130322,1,1.0,4.0,0.7006903,0.755068,4924.305,4.53072
733,206488735,?.01,IS,331.904081,-19.62294,10.332,1325.700439,14.579989000000001,17.191516,2953.588282,1,1.0,3.0,2.7784486,0.835819,5138.42,4.49028
734,269883650,?.01,IS,310.811925,-26.654196000000002,9.615,1329.5552890000001,13.674551999999998,1.45364,1670.856458,1,1.0,4.0,0.99044365,1.24348,5933.6,4.65514
735,179304342,?.01,EB,79.774553,-69.156013,17.070999999999998,1326.336676,1.136081,4.259834,423921.43861300003,1,4.0,1.0,,,,
736,231860752,?.02,EB,28.867888,-63.077084,8.582,1326.833191,1.959944,3.288139,8509.788434,1,3.0,4.0,3.2175791,1.65456,6876.0,3.64403
737,231860752,?.01,EB,28.867888,-63.077084,8.582,1325.850312,1.9602099999999998,3.3016160000000006,12935.761709,1,3.0,4.0,3.2175791,1.65456,6876.0,3.64403
738,25078924,?.02,EB,60.930896999999995,-65.97285600000001,10.717,1325.509628,0.904385,1.9095,11399.877940999999,1,4.0,1.0,1.2431079,0.993562,5598.0,4.37659
739,284196481,?.01,EB,105.79263300000001,-70.541634,7.744,1325.344459,0.66577,2.53867,128.944104,1,4.0,3.0,,2.16375,9012.0,3.98656
740,25078924,?.01,EB,60.930896999999995,-65.97285600000001,10.717,1325.9610890000001,0.904416,2.024032,65975.349261,1,4.0,1.0,1.2431079,0.993562,5598.0,4.37659
741,63037741,?.02,IS,336.86300000000006,-35.0141,11.280999999999999,1326.3119140000001,14.597401999999999,12.772697,1882.15889,1,1.0,2.0,0.336,0.338,3402.0,4.91467
742,70442570,?.01,EB,339.71446000000003,-33.081343,5.645,1332.152268,11.526956,11.584555,137120.07915499998,1,1.0,2.0,,2.22376,9164.0,3.63296
743,441024908,?.01,IS,324.1038,-20.8212,12.072000000000001,1327.862474,19.198057000000002,3.8349029999999997,10216.899694,1,1.0,3.0,0.371,0.381,3468.0,4.88061
744,212294682,?.01,IS,309.447283,-28.825706,8.232000000000001,1329.5500650000001,18.976571,1.887575,1823.751345,1,1.0,4.0,12.25164,0.721559,4698.8096,1.82087
745,55650143,?.01,IS,73.76838199999999,-63.49551999999999,11.28,1325.7170310000001,14.654451000000002,11.22728,2433.2442920000003,1,4.0,1.0,0.7796926,0.94148,5200.0,4.61524
746,269992581,?.01,IS,311.33860699999997,-26.487284999999996,9.546,1325.951472,24.005385,1.535578,880.9268199999999,1,1.0,4.0,1.007344,1.03822,5729.9575,4.25167
747,152926069,?.02,EB,338.416239,-38.901993,10.408,1325.54187,0.267925,1.129953,1277.137994,1,1.0,2.0,2.7987025,0.860052,5014.4,4.47583
748,152926069,?.01,EB,338.416239,-38.901993,10.408,1325.725977,0.803299,4.96855,22294.758852000003,1,1.0,2.0,2.7987025,0.860052,5014.4,4.47583
749,279955276,?.03,IS,82.135072,-68.603767,10.53,1325.8251380000002,0.576915,0.46618699999999996,2693.424301,1,4.0,1.0,1.2462938,1.15624,5487.0,4.26799
750,237939392,?.01,IS,59.686486,-61.400227,3.455,1335.43479,13.98272,5.076866000000001,914.1996640000001,1,4.0,1.0,,,,
751,150432211,?.01,IS,97.289118,-61.793203000000005,12.776,1332.669742,13.221452,5.737529,11475.400571,1,4.0,4.0,,,3228.0,
752,206327797,?.01,EB,354.0662,-48.5835,9.67,1325.333477,0.22394,0.443169,12660.370501000001,1,2.0,2.0,0.306,0.3,3342.0,4.94411
753,279955276,?.02,EB,82.135072,-68.603767,10.53,1325.407116,0.576849,1.846093,18326.221999,1,4.0,1.0,1.2462938,1.15624,5487.0,4.26799
754,303909865,?.02,EB,22.799888,-75.947319,9.187000000000001,1327.355925,2.125059,11.074274,29333.408008,1,3.0,3.0,1.3799442,0.933457,5353.0,4.12546
755,303909865,?.01,EB,22.799888,-75.947319,9.187000000000001,1326.2728220000001,1.063502,2.0,214839.49073000002,1,3.0,3.0,1.3799442,0.933457,5353.0,4.12546
756,29837160,?.02,IS,316.321621,-27.911648,10.244000000000002,1326.866149,15.533377999999999,2.1777290000000002,1324.7133939999999,1,1.0,4.0,1.2111608,1.00232,5494.0,4.36978
757,29837160,?.01,IS,316.321621,-27.911648,10.244000000000002,1334.313161,9.871752,6.108089,2016.124188,1,1.0,4.0,1.2111608,1.00232,5494.0,4.36978
758,214912513,?.02,IS,342.04823799999997,-38.047515999999995,8.01,1326.219677,5.526396,10.840682000000001,1346.206296,1,1.0,2.0,15.608602,0.655857,4544.58,1.72421
759,214772414,?.03,IS,341.40824100000003,-37.119217,9.05,1327.892549,5.740977,2.127552,6115.678585000001,1,1.0,2.0,1.4129705,1.37364,6636.63,4.22
760,214912513,?.01,IS,342.04823799999997,-38.047515999999995,8.01,1325.483934,7.020830999999999,6.0,7141.908176000001,1,1.0,2.0,15.608602,0.655857,4544.58,1.72421
761,63037741,?.01,IS,336.86300000000006,-35.0141,11.280999999999999,1327.7661970000001,12.611383,1.126948,2820.4486239999997,1,1.0,2.0,0.336,0.338,3402.0,4.91467
762,260353507,?.02,V,94.76645,-53.973335,8.251,1325.546379,0.333183,1.185258,262.880479,1,4.0,4.0,1.3371702,1.57845,6674.1,
763,214772414,?.02,IS,341.40824100000003,-37.119217,9.05,1327.618837,5.799969,1.0401559999999999,20538.162663,1,1.0,2.0,1.4129705,1.37364,6636.63,4.22
764,300579472,?.02,IS,321.10728,-29.247365000000002,8.94,1326.479648,17.022179,13.0009,397.25400299999995,1,1.0,4.0,0.919202,0.999813,5284.55,4.55041
765,260353507,?.01,V,94.76645,-53.973335,8.251,1325.379675,0.33309099999999997,1.001226,271.249152,1,4.0,4.0,1.3371702,1.57845,6674.1,
766,214772414,?.01,IS,341.40824100000003,-37.119217,9.05,1327.2777820000001,5.852239,4.731872,2581.2194440000003,1,1.0,2.0,1.4129705,1.37364,6636.63,4.22
767,279955276,?.01,EB,82.135072,-68.603767,10.53,1325.695371,0.576854,1.853029,73151.745949,1,4.0,1.0,1.2462938,1.15624,5487.0,4.26799
768,53842685,?.04,IS,327.64655899999997,-27.809789000000002,8.867,1325.472411,0.374033,0.980598,31910.996053,1,1.0,3.0,1.4659286,1.19108,6100.0,4.11602
769,53842685,?.03,IS,327.64655899999997,-27.809789000000002,8.867,1325.331825,0.374033,0.92458,18680.482374,1,1.0,3.0,1.4659286,1.19108,6100.0,4.11602
770,53842685,?.02,V,327.64655899999997,-27.809789000000002,8.867,1325.660835,0.373909,0.582923,4172.154982999999,1,1.0,3.0,1.4659286,1.19108,6100.0,4.11602
771,53842685,?.01,V,327.64655899999997,-27.809789000000002,8.867,1325.521549,0.373962,0.568178,8812.242378,1,1.0,3.0,1.4659286,1.19108,6100.0,4.11602
772,139067693,?.01,EB,319.136842,-47.568445000000004,11.689,1325.514942,0.474217,2.76845,4630.353939,1,2.0,4.0,,,3288.0,
773,234494090,?.01,EB,9.812549,-63.207302,14.48,1325.866274,0.9726090000000001,1.701973,185489.288584,1,3.0,1.0,,,4181.0,
774,214428425,?.02,IS,339.762157,-37.04274,7.794,1329.751947,17.717988000000002,8.93727,8710.463128,1,1.0,2.0,1.53192,1.30823,6606.785,
775,214428425,?.01,IS,339.762157,-37.04274,7.794,1329.17156,18.582501999999998,2.128332,12571.188884000001,1,1.0,2.0,1.53192,1.30823,6606.785,
776,262958558,?.02,EB,11.461117,-78.821327,9.638,1328.370899,3.535182,9.961769,90507.066964,1,3.0,3.0,2.4503298,1.15581,7301.9297,3.60332
777,262958558,?.01,EB,11.461117,-78.821327,9.638,1326.6554609999998,3.53611,1.5,0.0,1,3.0,3.0,2.4503298,1.15581,7301.9297,3.60332
778,381857817,?.02,EB,322.474354,-56.334412,10.664000000000001,1326.833239,2.106944,4.5,1697.403384,1,2.0,4.0,1.0392792,0.713959,4454.0,4.54983
779,381857817,?.01,EB,322.474354,-56.334412,10.664000000000001,1325.342267,0.351174,1.0,390368.748143,1,2.0,4.0,1.0392792,0.713959,4454.0,4.54983
780,38698751,?.01,IS,66.3778,-63.93,13.582,1335.224348,11.08084,1.081805,13080.128509999999,1,4.0,1.0,,0.098,3476.005,5.18851
781,29716978,?.02,IS,315.518475,-28.697985,9.82,1331.4114769999999,12.210622,4.94105,1780.9842030000002,1,1.0,4.0,1.6592157,1.1304,6040.0,4.29372
782,29716978,?.01,IS,315.518475,-28.697985,9.82,1330.018311,14.353967,3.871543,2499.404479,1,1.0,4.0,1.6592157,1.1304,6040.0,4.29372
783,441432457,?.01,IS,311.811083,-31.455999,8.244,1325.60473,17.996016,4.844264,374.076699,1,1.0,4.0,1.1676719,1.21259,6077.25,
784,212254842,?.01,IS,308.727419,-27.580323999999997,15.011,1327.348224,14.325346,1.9121110000000001,144524.298595,1,1.0,4.0,,,,
785,31796120,?.01,EB,50.742628,-70.788674,10.001,1325.909756,0.997091,4.727621,214078.002545,1,3.0,4.0,1.9052391,1.22095,7211.25,3.7777
786,212344482,?.02,IS,310.037093,-28.872268,8.299,1325.7470859999999,0.752925,1.024996,886.9036470000001,1,1.0,4.0,1.10698,1.01804,5711.0,4.35791
787,212344482,?.01,EB,310.037093,-28.872268,8.299,1325.94936,0.752634,2.913607,15358.284347,1,1.0,4.0,1.10698,1.01804,5711.0,4.35791
788,290027838,?.01,IS,318.832965,-26.934584,8.318999999999999,1326.481549,17.403736,6.330123,2097.807445,1,1.0,4.0,2.5376043,1.1541,5915.0,3.71543
789,92707327,?.01,IS,316.33304300000003,-31.363697,9.104,1329.630981,14.013975,3.309705,1477.874935,1,1.0,4.0,0.8606342,0.822452,5016.4,4.44859
790,167123437,?.02,EB,96.375934,-65.954683,14.642000000000001,1325.442507,0.7671479999999999,1.8456650000000001,33929.462945,1,4.0,3.0,0.69924486,,4951.9824,
791,167123437,?.01,EB,96.375934,-65.954683,14.642000000000001,1325.824854,0.767174,1.8380020000000001,90292.922846,1,4.0,3.0,0.69924486,,4951.9824,
792,279614617,?.01,IS,106.301281,-57.57048399999999,9.12,1332.61561,9.792644000000001,2.676943,1452.820867,1,4.0,3.0,3.5773106,0.921858,5196.45,4.18738
793,289826199,?.01,IS,317.326257,-28.107179,8.385,1332.338489,11.887383999999999,2.953231,1463.1054,1,1.0,4.0,2.0024228,1.5579,7112.707,4.16439
794,92631388,?.01,IS,315.960334,-32.513634,8.623,1331.978018,11.265936,6.686586999999999,777.313592,1,1.0,4.0,2.6662862,1.44073,6325.07,3.94
795,294329266,?.02,V,109.04985500000001,-58.814422,12.207,1330.907564,14.117884,1.810452,26832.916395,1,4.0,3.0,,,3232.0,
796,294329266,?.01,IS,109.04985500000001,-58.814422,12.207,1326.7000189999999,12.465278999999999,1.113263,23541.554318000002,1,4.0,3.0,,,3232.0,
797,150100627,?.04,IS,91.915437,-61.696117,9.288,1325.510788,0.224985,0.49285100000000004,343.884028,1,4.0,4.0,1.9323927,1.5487,7141.5,4.01869
798,425933644,?.04,V,3.69863,-60.06325,11.354000000000001,1325.527981,0.486281,0.851662,4227.244559000001,1,3.0,1.0,,,3176.0,
799,150100627,?.03,IS,91.915437,-61.696117,9.288,1325.337423,0.22501999999999997,0.420116,348.40896299999997,1,4.0,4.0,1.9323927,1.5487,7141.5,4.01869
800,150100627,?.02,IS,91.915437,-61.696117,9.288,1325.3929039999998,0.225048,0.628704,361.792029,1,4.0,4.0,1.9323927,1.5487,7141.5,4.01869
801,232063593,?.01,EB,339.716046,-60.652473,9.402999999999999,1325.679691,1.235061,1.100739,9920.390231,1,2.0,1.0,4.2435794,1.30299,6326.3335,4.23182
802,150100627,?.01,V,91.915437,-61.696117,9.288,1325.453675,0.22501300000000002,0.533201,296.757023,1,4.0,4.0,1.9323927,1.5487,7141.5,4.01869
803,260162199,?.01,EB,92.804121,-55.953235,11.734000000000002,1325.359768,0.26812199999999997,1.509965,152828.357016,1,4.0,4.0,1.0725205,0.729884,4791.4976,4.54226
804,308537791,?.02,V,120.92351599999999,-60.907531999999996,8.327,1325.5414560000002,0.270353,1.415833,557.2717299999999,1,4.0,3.0,,2.42851,9735.667,3.83267
805,308537791,?.01,V,120.92351599999999,-60.907531999999996,8.327,1325.415301,0.270316,0.814546,333.703555,1,4.0,3.0,,2.42851,9735.667,3.83267
